7035:17,11209,245,409,612,84,5117,5954,7411,6
7036:17,138,3,6,8,301,10,11,6547,13
7044:17,7210,3,6,8,15,29,32,40,45
7053:1326,901,1790,124,46400,352,1131,1451,1966,2068
7059:9395,60979,20939,54384,35033,46445,92744,40610,168,74766
7069:119472
7077:31168,58530,32107,62125,43857,64725,7131,77790
7096:65722
7112:27648,87556,31143,35688,7182,41085,41626,5455,77754,26621
7116:219,6344,8066,61,508,407,1549,1902,9412,12519
7118:17,302,650,356,194,1344,1549,1555,1822,1858
7133:17,302,654,29,76,58,616,8,62,84
7137:7212,28323,32568,40800,30669,76265,35500,121887,27570,52245
7140:8,8910,65536,3,44474,6,10,11,7218,65548
7159:17,58,616,138,289,302,322,354,654,518
7173:486,17,58,654,302,34077,3795,5511,11208,11888
7178:74336,1288,1596,1952,52772,34469,116910,7274,11676,29205
7183:302,654,17,58,84,29,76,138,224,354
7184:94727
7188:7286
7192:17,302,654,542,650,6,238,65,94,486
7196:100992,7295
7203:533,4040,4671,10180,13341,14814,361,508,3224,866
7214:4268,245,94,353,354,17,1262,1410,2955,3521
7224:17,65,245,302,616,654,787,1410,8,15
7225:18087,45418,7326,82752,557,66575,52049,105578,21514,63391
7230:56592
7232:70,385,1302,1730,3568,76,2,8,17,105510
7239:542,3,6,8,10,11,65548,13,14,15
7242:52233,67106,7335,22531,77317,27148,114190,68112,5138,533
7254:7345,38193,62715,58624,21639,69391,27409,39442,2068,94872
7268:17,58,302,654,29,616,6,8,15,32
7291:1002,65932,7387,19692,98307,6,8,10,11,65548
7294:8,1119,84,15,508,564,736,891,1057,1389
7299:17,564,32,224,238,650,356,402,508,205
7303:37147,37152,79013,35165,90600,8518,7401,31468,30808,72768
7326:17,698,2,3,4,6,7,8,2139,10
7340:7443,22498,86016,16386,358,1023,2063,3081,49674,10254
7346:76,238,698,901,1460,311,17,336,481,508
7348:1832,48078,120617,59073,92655,3,6,8,10,11
7351:7455
7356:44,8470,74046,17122,18448,11899,12136,28585,5403,38736
7366:17,302,84,616,8,58,654,138,15,29
7367:65623,10521,95077,119788,7480,7497,3946,3,7,8
7383:21555,98320,63014,36304,2373,89602,86531,111108,3589,518
7397:17,616,8,224,302,654,6,15,29,32
7410:76,81,986,1884,3137,3423,17,3718,4021,226
7414:182,1476,3169,6691,8680,9741,22827,749,71464,21494
7419:1326,10778,49090,122249,7544,81482,168,41190,16386,6
7429:7554
7433:17,3,6,58,394,616,654,962,7,8
7444:9594,1077,14259,1987,2139,2263,7571,67035,76646,49576
7451:5634,3,6,519,1549,1551,1262,18453,1558,17944
7461:76,2582,65536,3,4,6,7,8,10,11
7466:185,353,3,6,8,10,11,65548,13,14
7467:17,15,518,65,119,1535,568,2944,834,3163
7488:17,654,8,29,61,76,70,302,616,58
7489:67350,38713,46178,14819,83977,85656,50463,98736,39860,7612
7517:7649,10178,40483,40356,32261,36743,13192,45641,39446,15660
7518:17,6503,8660,15921,8,1495,947,1102,18139,24608
7519:17,81,899,353,496,902,8,15,58,61
7527:2142,2559,5587,20300,16229,8,15,17,8215,2073
7542:901,2318,7671,65536,32768,3,6,8,18952,10
7555:17920,28417,7686,78217,73619,2068,6165,5784,39066,1435
7556:2312,28632,4158,47346,82402,5595,24118,16151,32863,27014
7558:39800,9375,10474,12722,36122,55272,24803,62793,168,96095
7563:17,29,302,654,182,1102,35305,3,6,8
7572:463,1326,1400,5480,8860,168,698,760,10267,1013
7586:168,1528,719,2153,984,34589,2318,5480,7180,11255
7590:17,58,155,205,223,581,2151,9820,17502,40028
7603:17,61,285,861,283,1685,2032,4423,12389,16002
7605:17,564,201,1549,1886,2733,5169,6227,8457,9088
7607:17,2656,3347,81,674,1499,13695,18040,22900,28618
7608:17,84,58,302,138,654,1462,13625,1,3
7612:65536,3,6,49153,8,10,11,65548,14,15
7617:2641,654,17,755,37236,45908,46650,1119
7637:17,10640,65,119,780,4174,999,4041,9180,15888
7657:12092,17183,2596,76326,44832,44850,69427,103715,17572,3
7661:94,422,508,5633,7811,9678,12834,17207,17338,23992
7678:4755,1527,189,10041,1352,3107,7831,7859,429,7880
7682:64002,4910,20997,518,32188,8,4106,3671,91604,81934
7692:2088,3249,17,853,9514,10162,11571,13294,22980,11447
7699:27027,5215,7680,6,8,11,16397,15,17,18
7707:17,58,302,654,616,8,101,138,6,15
7708:10260,45746,13174,5262,88705,31999,3,6,8199,8
7713:17,76,302,58,654,361,616,866,8,15
7734:36932,117620,48409,7893,18433,1366,6,1023,8,11
7741:616,17,58,654,29,302,650,508,1140,8
7742:17,58,554,101,289,1804,530,2469,4669,73
7743:564,76,616,226,245,40,117,262,1109,2029
7751:17,302,6,301,616,654,58,899,8,15
7760:2135,10420,45,508,1405,16746,22036,22215,1881,2834
7766:57600,297,35318,61940,13501,2277,21504,7928,76,6001
7787:17,119,564,736,2140,1173,1606,3717,4364,3
7813:211,2097,7140,109738,7997,99988,10120,27627,45021,87046
7818:17,302,8,58,76,564,616,654,861,1196
7823:4372,7132,8009,14754,63216,31868,98304,3,6,8
7825:81,176,1435,1462,6,8,17,1936,8011,103978
7833:947,103318,57618,3,6,8,10,11,13,14
7841:17,616,6,322,554,1196,131,182,394,636
7844:17,483,1920,8033,15092,16972,16978,29680,81387,43361
7850:378,11535,15,17,352,1965,1991,5567,37558,8
7863:32,1109,696,3233,769,1693,1804,4288,5567,17
7869:16504,9667,25282,17533,42480,26226,34902,46451,3042,11634
7888:17,302,616,58,654,8,650,29,224,6
7889:986,6545,3,4,6,8,10,11,65548,13
7894:378,508,8084,46,225,714,2083,4261,8753,20987
7903:56187,24077,49780,35494,1536,2048,114695,5641,40459,29196
7915:17,8,654,302,518,616,58,76,138,650
7921:14508,9354,2048,14339,20485,10246,8199,71688,10,11
7945:719,984,3789,65538,3,4,6,8,19962,10
7946:94,508,901,826,888,1109,1126,3250,1733,1744
7949:17,32,8,58,65,616,654,15,61,70
7951:17,302,654,58,616,6,8,15,29,61
7958:109666
7962:17,302,654,616,58,84,518,8,15,542
7964:294,1867,76060,65536,3,6,8,10,11,13
7967:8583,2509,565,2036,12294,25778,8,24585,2059,8204
7969:17,224,3,6,7,8,866,10,11,13
7975:17,76,358,8168,24261,2,3,6,7,8
7976:10486,64110,9232,62571,7381,72994,25192,8169,17,6
7977:17,361,34423,80309,84474,102017,3,6,7,8
7981:9879,32261,68239,68179,39446,77977,3378,8171,45315,1412
7990:353,508,814,80203,39983,25174,58,68741,108021,3
8002:1002,13,441,2715,4696,5287,76,2,3,6
8008:8198
8009:616,1097,17,598,703,1069,8546,12019,26310,46069
8023:616,17,61,496,4268,2030,245,1951,4967,8
8032:508,1023,1131,1644,2021,2444,5689,8011,8223,8686
8036:13312,4103,9559,1331,14,2063,30736,14353,26643,4116
8054:76,431,500,1164,1276,1326,550,1925,2008,2917
8065:17,302,654,616,29,58,15,8,564,84
8068:4,698,10305,19795,40,70,1068,36126,3360,3746
8069:774,1827,2403,2696,2714,17,1524,361,1468,14542
8081:17,654,236,358,866,931,1352,4755,1462,1770
8090:17,302,654,29,58,138,301,226,616,1102
8097:1644,4453,44715,82177,8295,8404,25635,42720,119895,27680
8103:21406,2374,35177,5125,9134,44131,25366,822,2068,36848
8104:19176
8130:84,1405,4138,4364,12061,19552,8328,11192,23479,94403
8134:81349,114187,8331,91279,104687,110396,85498,84017,28166,27671
8137:17,302,654,616,8,58,84,518,650,76
8141:106,719,1131,1558,6,8,17,1600,13159,2966
8144:76,168,719,8252,65536,65538,3,4,6,7
8150:58,616,654,17,542,76,564,902,162,302
8159:17,2200,6439,8355,118830,24261,65536,3,6,8
8161:54240,77681,8357,7151
8163:361,564,866,1460,1728,2275,2389,2848,17,76
8184:229,8384,3,6,8,10,11,13,14,15
8186:17,8,84,302,1102,86,289,2193,3017,1762
8200:17,302,654,3,6,8,15,29,7,10
8206:1474,66983,35354,35426,3347,37164,13695,19406,30598,3224
8217:616,61,17,254,11741,3,6,8,15,29
8224:8,138,17,32,101,554,1102,1196,1804,114
8225:774,1827,2403,2696,2714,970,1524,3207,3506,17
8227:2980,10571,3,6,8,10,11,65548,13,14
8229:17,654,58,101,302,8,15,29,6,32
8245:53970,78612,95216,9354,111786,2048,14339,26629,10246,8199
8263:50740
8264:3631,5356,8403,26415,10602,44266,14597,33497,976,38582
8270:19275,301,1790,3015,345,42170,102919,39433,6673,15944
8276:17,302,654,29,58,616,6,8,15,61
8285:2326,8509,11201,53807,14511,6,8,15,58,84
8286:568,102174,8510,78694,55155,92687,62179,3,6,8
8287:14147,5356,81,2290,2309,14467,24896,2291,23716,25207
8290:749,65536,3,6,7,8,10,11,98317,14
8310:533,1397,2510,9054,4889,14268,8640,28530,4656,50016
8314:73800,8535,82058,2063,17,24212,23183,38434,24611,3878
8325:1476,1614,8548,15176,17,3,6,7,8,112211
8326:17,224,650,176,294,866,1451,3429,3534,4630
8334:98306,3,44474,6,8,10,11,65548,13,14
8336:8560,101865
8343:17,45,418,873,966,1266,1382,703,1709,2224
8347:17,58,302,654,616,8,84,6,15,29
8352:17,65,327,508,119,302,358,363,8,409
8368:17,58,6,8,15,29,3,155,654,3250
8380:76,81,1446,1460,2153,2275,877,1339,1501,2337
8396:654,17,29,84,58,302,616,394,1476,8
8401:17,29,373,395,866,2868,17747,33049,53176,75775
8406:17,84,302,8,226,554,902,58,76,124
8411:17,8657,37275,61391,114268,3,6,7,8,10
8413:19913,3,6,106503,8,10,11,12441,13,14
8435:23893
8449:1352,189,1527,3107,4755,10041,35664,36976,70514,9472
8450:72579,29837,1550,71317,1686,95512,31648,102561,78763,37804
8476:1240,3,6,8,10,11,8205,15,17,18
8477:76,564,17,245,124,650,710,1326,1352,1460
8491:8750,113249,78481,9499,38894,6,10,4107,38924,10256
8499:17,378,8,827,873,925,1050,1410,6,15
8500:40596,9363,10463,25551,4244,54878,3926,12906,986,35303
8510:3,6,8,245,10,11,14,15,17,21
8513:81,500,7901,435,518,262,780,873,1164,1276
8517:8787,864,58755,106647,86968,50655,56299,57092,1410,88325
8530:616,17,302,58,654,29,6,138,285,861
8531:17,616,654,58,302,84,8,518,861,6
8534:8209,398,9289,94677,87324,8192,49153,57346,3,6
8536:8,17,3,6,15,58,301,736,4,10
8537:813,639,2369,60910,53184,21194,3,98309,6,8
8552:8830
8569:4755,3107,2880,378,1352,3172,5624,1527,7831,3864
8578:49155,6,8,11,13,15,8208,17,18,8211
8581:7146,238,33925,1473,1822,1924,2778,36156,6766,8861
8582:17,302,654,58,616,29,84,8,76,6
8600:2121,3,6,8,10,11,14,15,17,18
8603:908,6503,2950,12724,15921,18139,8,17,947,1495
8635:190,361,99567,5624,38581,66888,98304,3,32773,6
8636:1651,70,76,4146,17,226,2354,2528,10692,4093
8637:100041
8644:15,19704,55436,23353,56150,17,356,37536,45,58
8651:17,899,8,48,3,6,7,10,11,15
8660:302,17,654,29,58,616,6,8,84,289
8670:3103,24581,6,8199,8,10,11,16397,14,15
8681:17,616,58,302,654,861,8,15,29,61
8692:81,226,140,262,500,986,1884,385,1888,1951
8711:9017
8717:1344,2369,3429,481,5767,1001,1217,3819,17071,81
8718:168,719,574,661,135,1528,5557,9874,352,1069
8719:17,76,302,70,650,224,385,409,866,2139
8735:276,2252,2485,3900,4228,4864,6456,9041,9862,11166
8736:785,2292,7637,9042,107907,16193,20288,58336,27114,3
8746:17,302,616,654,58,8,15,6,29,32
8747:17,70,236,301,302,1348,6673,2527,9056,6
8755:23182,37270,46665,9065,27589,86870,27582
8760:4935,5494,9431,394,542,696,49581,3,8729,6
8765:92820
8768:385,805,1097,1344,20288,22801,28166,1784,1787,36268
8771:84,518,616,1102,891,2032,2631,5350,6177,6340
8774:1822,578,84,147,151,7059,9906,6,94,10121
8782:135,168,984,6097,4,6,8199,8,11,13
8788:17,302,654,616,15,61,289,486,224,483
8789:219,508,826,4755,9098,11018,25201,46169,66242,68047
8790:8321,9289,58417,17898,9101,27015,15685,38027,61049,17368
8802:17,58,76,84,1102,302,392,2172,4697,4912
8810:931,1539,76,12699,2,3,4,6,8,17
8812:81,1888,140,226,687,986,1453,1749,1993,2204
8822:86572
8825:17,236,101,322,554,1535,2935,10075,10641,12253
8844:12927,9152,409,17,86,4102,7,8,33289,41994
8850:189,1352,57347,24581,6,90119,8,114698,11,13
8852:226,3,6,8,9164,10,11,13,14,15
8862:947,1208,3,6,8,9181,32473,10,11,13
8863:17,616,302,8,58,84,650,654,76,289
8868:65,84,712,873,1342,4364,8,17,9188,58505
8870:17,84,302,654,6,8,29,58,616,650
8872:17,301,62,327,302,616,1511,8,58,944
8877:17,616,58,302,542,654,518,8,6,15
8889:17,675,873,1435,1644,9289,44314,17974,22150,9206
8890:70,3700,3969,70155,9207,13400,119350,93166,94145,3
8900:17,236,390,2029,3866,6,10,15,29,32
8906:17,70,138,8,29,226,65,302,58,76
8912:70,117,226,3,4,6,8,10,11,14
8913:2055,2548,3196,13049,157,8934,840,1712,10997,11592
8915:17,8,302,616,654,58,84,873,15,70
8916:790,777,1357,2464,2956,9618,13369,77651,14426,16329
8920:81,3137,6921,3,6,8,10,11,65548,14
8924:70,564,1002,262,901,1340,1344,347,1683,1784
8931:17,238,101,224,65,182,302,616,1023,4032
8935:17,245,873,931,1099,219,1113,1332,2121,3163
8936:9254,17156,736,6306,54180,109384,40588,89051
8958:17,16928,68656,61,162,4249,363,654,9279,4268
8984:6659,9738,9324,22064,70340,352,9345,162,25127,29417
9000:17,58,302,654,616,8,84,6,15,29
9001:8694,601,3514,4589,117760,74338,37744,9344,1951,4797
9013:596,14969,34660,112356,64475,61406,32269,8,58,285
9024:430,8,17,1499,3231,654,4008,6026,19452,20969
9079:11,17,229,288,780,616,636,3144,9432,6
9085:17,8,15,58,70,302,131,6,29,32
9096:4755,1352,1527,3107,10041,189,3172,4825,5624,6434
9098:826,40,298,425,2983,7623,1954,2378,4378,8713
9106:17,3,6,65,7,8,10,11,12,13
9111:17,502,5107,7514,15,6575,16508,17581,12760,15134
9122:616,17,654,302,591,1348,4375,9331,25697,3
9128:17,302,58,616,654,650,76,8,32,101
9135:236,8,29,776,49,313,4724,6673,12253,14750
9141:4755,3107,3172,4825,1527,2880,6434,10041,6,8
9152:17,8,15,58,245,302,564,616,6,29
9155:616,262,1305,1598,13695,19406,30598,35426,37164,6
9157:8772,42283,9527,91840,69421,114758,53684,66318,119396,79042
9158:2194,3484,500,2008,37917,55735,106221,8008,9112,10580
9159:17,1951,616,1001,3216,4268,65536,3,6,8
9160:1352,4755,6,8,10,11,13,14,15,17
9161:168,574,9531,5480,463,6,8199,8,122890,11
9171:17,76,302,650,8,58,168,327,574,616
9173:17,1405,124,1412,1764,3434,9736,3886,46418,16724
9200:16616,25314,25342,9573,42608,10373,26541,3272,101799,4240
9224:1218,1551,69594,3,6,63459,8,10,11,14
9225:4671,7334,9594,7622,3137,7088,7468,8772,361,476
9233:22867,42069,9603,106625,1410,4613,902,904,53129,1930
9236:32,378,579,1256,1410,1359,1712,2956,3864,4848
9237:17,302,58,616,654,650,162,564,861,6
9238:17,357,4326,9610,48892,3,6,7,8,10
9245:2575,5607,2820,38843,41005,41709,41710,42222,43265,11110
9249:60,35081,97661,8192,60012,3,24582,57351,8,81929
9256:17,84,225,301,8,429,650,710,947,1002
9276:62,3514,71439,16918,118865,119138,63443,65536,1091,3
9288:17,327,6,8,15,3,29,32,58,65
9290:669,9674,8322,51232,84601,3,24581,6,8199,8
9291:17,302,518,616,654,8,58,15,542,902
9310:17,302,6,8,554,616,542,564,650,15
9312:17,616,8,15,58,61,302,654,6,29
9313:238,327,2302,1483,8,17,2937,6855,15764,62351
9331:9728,109280,31585,17380,12964,13134,69121,11246,3146,4875
9333:89499,12721,4993,8,30259,34582,542,7334,4650,4268
9350:17,138,302,564,616,654,3,6,8,4
9357:9760,7585,80021,20184,83385,986,71068
9359:17,58,76,101,289,302,8,518,542,616
9364:17,1720,2030,2612,5617,29408,654,15863,17051,35593
9368:103953,9770,25601,62851,30980,3718,2241,35080,2059,72716
9369:2370,661,168,416,500,9874,10778,16381,28541,34489
9371:17,8,84,48,70,899,289,302,354,518
9381:2265,1913,5443,6387,19623,5214,48061,19319,22507,22856
9389:322,6,7560,650,32076,39645,45970,95029,97686,14712
9394:17,245,302,1410,6,8,58,327,11,15
9400:654,554,616,650,2326,4724,10402,20850,58,2428
9402:51192
9420:17,1402,2030,3599,4268,7010,58,3,6,8
9431:834,7334,9861,11855,21091,79997,120701,89917,57644,59288
9432:84,17,1102,616,642,654,932,1806,6,8
9433:102438,48847,3064,9858,86412,19213,36494,29656,25107,40214
9437:4,698,538,2512,8102,25910,21640,99892,9866,86950
9442:81,3423,226,101,103,262,65654,138,140,229
9443:17,616,302,8,58,101,29,84,236,289
9451:17,322,654,1119,6,8,15,29,32,58
9473:81,2169,752,877,6434,8770,8848,68499,74713,9623
9474:9917,46367
9486:15360,94987,4568,50707,17684,8213,2073,162,30116,78501
9487:6,736,114,354,66,673,1551,1568,3582,2739
9489:302,17,45,146,2937,6,8,15,29,32
9494:197,378,377,605,1352,8069,33420,1986,2038,2275
9498:93218
9499:962,7471,43707,112303,85980,3,6,8,10,11
9500:564,698,65536,3,4,33825,6,7,8,10
9507:8794,12495,25649,353,364,787,3440,52829,1790,18453
9514:1989,9961,19244,36401,23317,99734,85292,63098,45791
9525:17,787,48,101,224,873,899,947,1276,8
9528:95,99596,2268,6190,33865,108919,85900,88185,26783,3
9531:71042,899,262,6921,107534,402,77204,8981,51482,31773
9535:367,10048,349,8574,12332,22002,3105,4575,38629,41249
9538:616,17,62,76,101,236,285,289,58,302
9541:1410,899,901,9990,3207,2696,521,10511,111355,17
9553:18821,47643,16056,10006,6,34823,75784,2063,47123,8213
9568:17002,4671,3,6,114695,8,32777,11,25369,32782
9570:398,598,1152,10029,14947,21839,78625,65183,17,3
9571:90175,49375,26043,83901,35287,3522,106124,3,4,34134
9573:4,5053,15278,21640,28945,40,76,538,698,66271
9576:44249
9580:8,114,409,1196,40089,45624,47701,47925,55593,56790
9590:17,616,654,302,58,8,15,84,76,518
9593:17,2512,8,58,302,616,654,696,1127,1966
9606:1987,687,986,1352,1991,2194,2275,1460,2946,4012
9612:17,654,302,58,542,616,84,8,15,29
9613:26748,43724,483,518,826,1287,542,616,650,654
9614:46152,10086,43013,518,17,1558,29,542,1567,32
9630:168,574,698,760,1326,1528,2318,5738,76,617
9665:302,616,654,32,76,190,564,1102,39,1937
9666:9629,10158,2934,398,11644,24340,31823,8192,57346,3
9668:650,1550,1352,3163,12248,41604,11276,49062,17862,50843
9680:17,162,302,654,3,6,8,2394,7,10
9685:2326,3,6,8,10,11,65548,13,14,15
9693:17,6,8,15,29,131,32,58,61,220
9694:1913,2265,1462,1877,3288,37573,8384,8414,8970,13506
9696:43124,1592,10194,16180,2051,8,11,28684,2061,15
9711:89916,90937,36868,656,36887,6432,6720,10211,2816,7048
9722:301,2200,378,201,447,579,1359,2548,202,2583
9727:7612,14819,85656,24032,238,98736,1501,10234,17152,116024
9742:953,6901,115200,18903,3,6,8,10,11,65549
9745:17,302,616,8,58,654,29,76,650,6
9752:13312,9217,47531,699,46086,80391,35848,42506,89943,118285
9753:48,899,875,1187,2162,2935,6450,295,1089,2789
9755:302,1239,2342,8521,10269,3,6,8,17,7
9757:7698,10273,8001,111538,12129,59623,6144,6,8199,8
9786:17,238,866,899,1109,1712,2194,3717,3977,7646
9808:103,6,8,15,17,10327,2737,74807,29954,3
9810:1122,2924,6,30223,97296,17,1567,85536,17953,16433
9812:17,654,755,1119,2641,37236,45908,46650,58,3
9813:327,1539,2200,17,1875,2342,3142,1987,3383,3704
9818:35691,10340
9820:1262,3521,38138,10345,51014,26379,518,97455,3,6
9824:441,3506,5083,1664,7630,8928,16465,49465,24564,38369
9827:15,65,168,220,496,1152,1372,2162,2429,4103
9831:661,801,2318,2642,352,2582,2833,3412,9295,9709
9834:327,394,5010,616,39476,3,6,8,10362,10
9837:58,302,17,1136,616,635,1153,5542,6,8
9839:96,1677,986,4387,5739,6303,71893,74117,9025,10600
9840:4439,7206,3,6,8,24585,11,16397,15,17
9864:302,17,654,8,15,29,58,3,6,32
9879:1265,26478,9399,11959,51602,57624,26782,3965,5876,17
9890:17,302,616,58,654,8,29,76,84,6
9891:17,84,302,224,650,1102,3,6,8,58
9892:2302,3,6,8,10,11,13,15,17,2717
9896:774,17,902,970,2403,2696,2714,5117,8,199
9899:17,361,1078,2703,2946,4239,19955,30278,32467,51760
9900:58,76,94,500,656,859,594,1136,2917,3003
9911:59397,6,2055,8,10,4107,28686,15,17,18
9926:17,302,616,6,8,15,29,58,76,84
9927:17,616,302,654,58,542,8,15,84,29
9929:17,302,6,8,15,29,58,61,49,54
9944:20912,21589,37390,81161,18045,23913,5649,10501,96156,49920
9945:3453,65886,375,781,37342,38746,9435,31972,12065,14237
9946:2048,14339,26629,10246,8199,71688,79883,65548,15,2064
9961:9231,61440,2178,68498,415,647,122379,20621,71694,17
9984:14914,43688,10548,12690,81154,29024,1897,3,17,10110
10030:17,58,6,61,245,322,554,2030,146,302
10040:168,252,661,719,2337,9524,65538,3,6,8
10050:398,1356,1700,12229,3,32772,6,7,8,10
10051:7171,15368,31850,51452,20351,11655,409,35144,89602,518
10073:17,162,15,29,58,204,302,616,650,654
10078:10652
10082:17,533,565,774,826,1382,2583,3288,9054,10656
10084:3183,60464,52200,105164,39277,86479,76833,226,10662,70
10086:399,6001,3,6,8199,8,10,13,15,17
10088:2312,23595,25466,17498,14505,6219,37647,31760,42353,3481
10090:1730,10039,3568,5097,40,890,18425,2139,4743,52680
10110:17,441,925,3223,10701,15512,32540,71920,97936,3
10111:6,103,1126,1002,1208,1696,2121,2331,2686,3704
10115:72560,16389,77831,8,10,11,2062,15,17,59411
10117:364,1348,10710,77959,22391,60653,17,1091,3,33825
10130:4239,1023,1131,2946,6240,39016,74529,40420,22937,23742
10132:34032,1287,3304,74064,90168,94318,3,6,7,8
10133:10248,2069,12310,21849,1501,32,14370,40,42,49202
10136:76,6499,10734,12635,88518,53334,108877,9722,65536,3
10140:17,966,36625,6,8,15,29,58,302,155
10148:168,719,17,219,398,463,661,760,2318,3
10155:3704,101,301,947,157,270,2582,3213,3393,4204
10156:50751,2337,27328,3,6,8199,8,11,65548,8205
10194:17,84,205,518,1102,699,2433,4765,10811,14685
10196:17,654,58,302,616,6,8,15,61,29
10200:774,1827,2403,2696,2714,245,970,1524,3207,3506
10210:398,1435,1790,2068,2934,3316,4190,37507,5598,79849
10233:32868,22843,2547,10878,2186,68929,77444,26628,6149,17
10235:27335,7087,15078,20245,54427,71248,47278,20070,3789,77615
10236:35486,8663,13568,96012,49680,90515,21524,93471,115745,121642
10237:84,289,508,1102,27065,30405,36849,79640,109754,6
10249:44585,10896,59296,84440,3,6,8,15370,1551,17
10254:1136,65536,3,6,8,10,11,98317,14,15
10267:17,302,654,58,84,616,8,29,70,138
10275:119105,45436,14834,29266,41588,36706,10927,103998,1091,2731
10276:17,8,58,76,302,616,654,902,62,114
10279:2041,2876,3223,9414,103964,106809,12184,46180,15726,49049
10302:17,29,4456,7178,3533,5436,10964,12189,13978,16239
10303:10968,17692,8,2063,94224,17,2069,114725,40,42
10304:10972,7002,22528,117138,3,1541,1023,13832,5292,4106
10306:17,302,58,616,654,542,564,8,15,61
10313:322,33529,42977,48690,58,36308,10980,109771,80368,245
10317:17,1127,3039,50491,96303,3,6,7,8,10
10335:24065,14851,51204,69127,31241,110095,17,2068,119834,16418
10339:17,302,8,84,6,285,322,363,1102,486
10342:58,289,542,17,902,1136,2032,3233,3323,302
10346:11020,86799,122775,104666,1398,10880,27651,119814,31879,97964
10359:17,29,596,11041,15826,28200,37346,85824,86037,87767
10364:8192,3,8197,6,8,40970,11,65548,13,14
10366:17,302,616,8,58,518,542,654,32,101
10371:347,698,33237,885,34001,1970,9681,11070,46193,15337
10377:289,899,1587,1749,1804,2700,3289,10724,16258,17220
10378:168,2153,463,54800,18935,97626,8860
10387:7266,48539,53812,11094
10388:17,138,364,508,302,1086,616,1109,1501,58
10392:11096
10408:157,840,3196,3,24581,6,8,73738,11,14
10420:616,367,568,3407,5103,8283,15289,18316,21055,26140
10427:98560,35269,11143,61273,111109,44069,95387,16312,3,6
10439:17,58,302,616,654,736,1102,797,1266,13636
10445:3,6,8,931,10,11,13,14,15,16
10454:3,6,8,10,11,13,14,15,17,18
10471:84,190,289,363,1102,2566,2657,5954,7411,19320
10478:654,29,289,101,354,1535,62,378,901,1012
10479:67585,8,22537,4107,17,2068,53269,10265,29,30754
10480:17,616,58,302,654,6,8,15,29,10
10488:17,542,3,6,7,8,10,11,13,14
10502:23967,28605,102041,9915,113362,77678,110318,54099,87614,75062
10513:699,1991,3474,8,3961,54344,51698,53549,3,6
10523:3775,5122,8794,8928,36662,1435,1760,14538,29311,117203
10543:1002,34823,3557,69532,11291,45692,112657,89323,91642,63654
10554:63662
10563:17,48,76,508,1187,875,1382,2162,109,1930
10564:17,76,301,227,302,361,431,8,58,6
10570:302,654,17,58,6,8,15,29,431,616
10573:71993,38948
10580:736,7021,9289,11717,27666,9820,3,6,7,8
10636:17,58,301,696,3088,8081,37316,57151,27532,30318
10655:17,354,14003,29,32,45,54,58,278,285
10691:3,6,8,10,11,13,15,17,18,98323
10693:58,8,17,616,3,6,736,7,10,11
10698:6,17,302,616,8,15,29,58,654,3223
10707:24560,91178
10710:17,302,654,84,29,58,616,1102,8,138
10726:22435,177,11497,66537,105984,1344,13570,5767,650,33807
10747:11530,87771
10758:327,2140,17,730,7635,65536,3,6,7,8
10770:4671,5512,1077,1131,7468,5975,7926,8427,12955,14259
10779:50774,54159
10794:591,3,6,7,8,10,11,15,17,18
10801:1069,12092,65536,3,4,6,8,10,11,13
10807:1057,1389,8579,3046,4275,4364,6397,40326,27022,112552
10820:7096,33475,5582,10021,19399,5245,48277,48286,36022,38085
10842:37577
10843:17,8,15,29,58,6,32,61,84,146
10844:32910,33393,95410,18676,7585,57205,9820,1091,3,16389
10845:17646,3372,57841,26205,19871,87209,15020,23245,10492,27296
10854:20390,15486,46722,67308,76022,34090,80232,13566,55296,88066
10858:15,486,226,392,2073,3730,15224,7508,17470,22431
10871:5604,3,6,8,10,11,13,14,15,17
10892:83457,1539,11268,6,8,3244,1039,17,1555,96284
10905:113992
10908:8,431,496,1099,17,724,1360,1412,2048,5567
10913:8908,4236,5377,24338,18817,52792,20713,22163,1172,17998
10920:17,15,542,32,289,364,1405,138,322,402
10955:899,6243,10511,11779,11991,14465,16281,84837,62978,31126
10956:8,17,10532,15297,35166,78288,98533,120269,3,6
10968:3,4,6,8,10,11,65548,13,14,15
10991:385,805,262,5726,698,826,18892,28166,226,500
10999:302,8,650,356,568,17,168,633,5567,1787
11000:81,3137,403,3374,40537,8617,9790,13544,13596,38538
11022:17,6,8,15,29,58,61,76,236,302
11034:17,302,616,58,542,650,654,6,8,15
11037:4671,2543,7622,8427,12861,3695,5975,8392,8759,42989
11047:4275,3,6,8199,8,10,11,13,15,8208
11055:38505
11099:17,58,302,6,8,15,29,616,654,224
11105:17,58,84,496,1102,1119,295,875,891,2162
11110:2513,3167,4880,3,4,65542,8,10,11,65548
11118:21018,103365,82688,95747,15116,26000,43864,14612,16029,19749
11132:508,1145,1352,1744,5509,3,6,8,11584,10
11134:17,81,500,508,1539,1825,1898,2982,3137,3599
11135:32,327,542,656,873,1109,2733,18960,17,35248
11149:17,84,8,29,3,6,15,58,302,1102
11150:14787,47612,50178,118799,112668,98362,32445,57495,14506,119498
11193:225,65648,12090,15207,429,1,3,6,8,10
11211:11269,30790,4110,26128,60434,26134,29209,46620,44065,7202
11222:36943,54077,17726,3578,12126,13312,30722,112645,102406,4103
